Métrica,Genetico,Genetico nuevo,Hill Climbing,Simulated Annealing
Singles,28.336918540676795,20.059910268991736,23.778341485678176,34.65517208701974
Doubles,7.722570507162446,7.403345447128872,5.593363414414826,5.347896782848376
Triples,1.8973665961010275,1.98086080374405,2.0862360730226466,2.6690465570704314
Tetrises,1.579632265825846,0.9102589898327995,1.1254628677422756,1.7994708216848747
